国家,品类,指标,日期,数值,单位,频率,来源,范围,说明
au,羊,MLA National Heavy Lamb Indicator,2025-09-01,1160.05044488021,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Heavy Lamb Indicator,2025-10-01,1086.8164065850515,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Heavy Lamb Indicator,2025-11-01,1141.68661546932,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Heavy Lamb Indicator,2025-12-01,1081.4410831055168,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Heavy Lamb Indicator,2026-01-01,1061.9676358557963,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Heavy Lamb Indicator,2026-02-01,1074.6932828885929,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Heavy Lamb Indicator,2026-03-01,1107.5784577226257,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Heavy Lamb Indicator,2026-04-01,1127.0798344239931,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Heavy Lamb Indicator,2026-05-01,1090.1265524061678,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Heavy Lamb Indicator,2026-06-01,1128.8526387144734,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Heavy Lamb Indicator,2026-07-01,1142.1336732162647,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Light Lamb Indicator,2024-12-01,779.238928686688,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Light Lamb Indicator,2025-01-01,721.0498182915616,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Light Lamb Indicator,2025-02-01,687.2073495583536,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Light Lamb Indicator,2025-03-01,713.7178160317549,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Light Lamb Indicator,2025-04-01,710.79356652488,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Light Lamb Indicator,2025-05-01,767.1445433188645,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Light Lamb Indicator,2025-06-01,904.6873704634901,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Light Lamb Indicator,2025-07-01,975.1719313854387,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Light Lamb Indicator,2025-08-01,992.9364146562614,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Light Lamb Indicator,2025-09-01,1051.92731449213,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Light Lamb Indicator,2025-10-01,1015.6817018425064,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Light Lamb Indicator,2025-11-01,1051.6642280852732,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Light Lamb Indicator,2025-12-01,1040.7450081911084,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Light Lamb Indicator,2026-01-01,1035.615854329426,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Light Lamb Indicator,2026-02-01,1080.843238820293,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Light Lamb Indicator,2026-03-01,1108.3561560312517,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Light Lamb Indicator,2026-04-01,1146.2122552354233,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Light Lamb Indicator,2026-05-01,1095.537492902516,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Light Lamb Indicator,2026-06-01,1139.5061323551165,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Light Lamb Indicator,2026-07-01,1158.2898304163386,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Merino Lamb Indicator,2024-12-01,665.2101304580708,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Merino Lamb Indicator,2025-01-01,619.4049527866846,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Merino Lamb Indicator,2025-02-01,610.8080135449536,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Merino Lamb Indicator,2025-03-01,644.7164239299419,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Merino Lamb Indicator,2025-04-01,669.45111312803,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Merino Lamb Indicator,2025-05-01,730.8776408034936,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Merino Lamb Indicator,2025-06-01,851.42590607736,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Merino Lamb Indicator,2025-07-01,957.3834790168065,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Merino Lamb Indicator,2025-08-01,1016.0558403395258,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Merino Lamb Indicator,2025-09-01,1051.8883870625566,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Merino Lamb Indicator,2025-10-01,970.1623449247903,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Merino Lamb Indicator,2025-11-01,988.6460472968599,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Merino Lamb Indicator,2025-12-01,963.1128883708375,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Merino Lamb Indicator,2026-01-01,989.3600328209482,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Merino Lamb Indicator,2026-02-01,1006.6431351179108,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Merino Lamb Indicator,2026-03-01,1061.180818337332,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Merino Lamb Indicator,2026-04-01,1087.4782766672333,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Merino Lamb Indicator,2026-05-01,1054.5121707112162,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Merino Lamb Indicator,2026-06-01,1114.2969813281402,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Merino Lamb Indicator,2026-07-01,1131.2082192928258,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Mutton Indicator,2024-12-01,381.241773463736,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Mutton Indicator,2025-01-01,379.11819823572307,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Mutton Indicator,2025-02-01,361.95290052978214,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Mutton Indicator,2025-03-01,404.78847021593873,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Mutton Indicator,2025-04-01,504.9658754643933,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Mutton Indicator,2025-05-01,564.8448037646451,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Mutton Indicator,2025-06-01,651.7719509446566,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Mutton Indicator,2025-07-01,694.2433466117549,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Mutton Indicator,2025-08-01,737.6019061983968,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Mutton Indicator,2025-09-01,748.0820385714734,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Mutton Indicator,2025-10-01,733.6002403994515,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Mutton Indicator,2025-11-01,742.17345424125,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Mutton Indicator,2025-12-01,737.2625924668833,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Mutton Indicator,2026-01-01,753.1781549038889,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Mutton Indicator,2026-02-01,769.5640142278786,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Mutton Indicator,2026-03-01,796.2755409105451,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Mutton Indicator,2026-04-01,803.9272066788301,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Mutton Indicator,2026-05-01,794.7557874258258,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Mutton Indicator,2026-06-01,878.01647739471,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Mutton Indicator,2026-07-01,905.0656389801742,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Restocker Lamb Indicator,2024-12-01,745.5439892756241,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Restocker Lamb Indicator,2025-01-01,725.3051736191308,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Restocker Lamb Indicator,2025-02-01,689.5275652174607,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Restocker Lamb Indicator,2025-03-01,718.4566520372613,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Restocker Lamb Indicator,2025-04-01,757.2863261782367,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Restocker Lamb Indicator,2025-05-01,785.7809713381258,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Restocker Lamb Indicator,2025-06-01,887.9394087729834,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Restocker Lamb Indicator,2025-07-01,937.4052135953484,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Restocker Lamb Indicator,2025-08-01,1020.9084159225322,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Restocker Lamb Indicator,2025-09-01,1123.9035174403366,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Restocker Lamb Indicator,2025-10-01,1076.531808808558,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Restocker Lamb Indicator,2025-11-01,1124.1736330826568,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Restocker Lamb Indicator,2025-12-01,1089.5426249171376,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Restocker Lamb Indicator,2026-01-01,1087.6474783424185,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Restocker Lamb Indicator,2026-02-01,1110.780166687075,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Restocker Lamb Indicator,2026-03-01,1175.3891906403032,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Restocker Lamb Indicator,2026-04-01,1191.9230012911635,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Restocker Lamb Indicator,2026-05-01,1159.2665212904549,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Restocker Lamb Indicator,2026-06-01,1215.08816402207,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Restocker Lamb Indicator,2026-07-01,1192.6500593578162,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Trade Lamb Indicator,2024-12-01,878.8107541558879,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Trade Lamb Indicator,2025-01-01,797.469050830123,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Trade Lamb Indicator,2025-02-01,773.4907780153428,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Trade Lamb Indicator,2025-03-01,780.5048191204194,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Trade Lamb Indicator,2025-04-01,814.5351619080833,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Trade Lamb Indicator,2025-05-01,866.325863266158,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Trade Lamb Indicator,2025-06-01,1015.7761358874833,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Trade Lamb Indicator,2025-07-01,1150.3426341972677,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Trade Lamb Indicator,2025-08-01,1168.6257080517419,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Trade Lamb Indicator,2025-09-01,1174.8833383811266,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Trade Lamb Indicator,2025-10-01,1102.1878379037291,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Trade Lamb Indicator,2025-11-01,1129.2985281538233,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Trade Lamb Indicator,2025-12-01,1076.8384502259166,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Trade Lamb Indicator,2026-01-01,1080.2064912388703,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Trade Lamb Indicator,2026-02-01,1105.4339896699287,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Trade Lamb Indicator,2026-03-01,1155.2420021728,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Trade Lamb Indicator,2026-04-01,1187.38814791712,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Trade Lamb Indicator,2026-05-01,1161.2342463562743,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
au,羊,MLA National Trade Lamb Indicator,2026-06-01,1216.46110864657,A¢/kg cwt,月度,MLA Statistics API / NLRS,澳洲,MLA Statistics API report/5 Australian Livestock Indicators；日度指标按月平均。EYCI/NYCI成交头数不使用该密集日历序列。
